,2P%,FT%,TRB,AST,STL,PTS,Pos
13352,0.492,0.641,228,217,78,939,3.0
13353,0.468,0.825,166,95,46,1144,4.0
13354,0.496,0.712,476,182,167,1417,2.0
13355,0.427,0.73,353,92,40,490,1.0
13356,0.54,0.719,282,36,18,399,1.0
13357,0.494,0.784,301,68,27,398,2.0
13358,0.41,0.609,28,16,16,94,4.0
13359,0.547,0.502,523,66,38,537,1.0
13360,0.466,0.843,247,129,41,1035,4.0
13361,0.481,0.841,180,101,32,771,4.0
13362,0.423,0.851,67,28,9,264,4.0
13363,0.548,0.481,176,28,17,93,2.0
13364,0.475,0.845,726,124,48,1661,2.0
13365,0.505,0.627,280,86,129,539,4.0
13366,0.485,0.712,342,59,70,412,5.0
13367,0.429,0.471,268,70,22,259,2.0
13368,0.434,0.463,248,65,21,248,2.0
13369,0.598,0.667,299,43,26,320,1.0
13370,0.53,0.812,204,83,56,545,4.0
13371,0.359,0.643,72,28,15,74,5.0
13372,0.457,0.854,295,55,33,833,2.0
13373,0.511,0.741,542,207,73,1030,4.0
13374,0.474,0.797,264,122,40,966,5.0
13375,0.455,0.715,189,49,18,356,1.0
13376,0.485,0.853,459,209,152,1048,5.0
13377,0.471,0.78,171,57,48,382,2.0
13378,0.436,0.868,161,353,49,777,3.0
13379,0.45,0.87,100,265,33,574,3.0
13380,0.389,0.861,61,88,16,203,3.0
13381,0.429,0.684,111,24,17,256,5.0
13382,0.511,0.784,91,99,41,467,4.0
13383,0.463,0.809,134,263,33,580,3.0
13384,0.466,0.813,127,46,2,430,1.0
13385,0.519,0.72,453,116,61,827,5.0
13386,0.569,0.779,302,114,67,764,5.0
13387,0.286,0.5,28,5,4,32,1.0
13388,0.474,0.787,162,81,48,397,4.0
13389,0.415,0.667,34,27,14,90,4.0
13390,0.5,0.81,128,54,34,307,4.0
13391,0.515,0.79,398,104,41,866,2.0
13392,0.481,0.857,416,341,78,664,5.0
13393,0.462,0.883,211,233,59,598,3.0
13394,0.57,0.865,318,35,16,461,1.0
13395,0.467,0.6,222,78,52,390,4.0
13396,0.434,0.783,241,194,76,962,4.0
13397,0.472,0.769,89,32,15,212,2.0
13398,0.471,0.848,157,94,31,568,4.0
13399,0.431,0.641,216,48,27,298,2.0
13400,0.426,0.75,237,192,59,568,3.0
13401,0.577,0.551,368,42,19,379,1.0
13402,0.549,0.517,127,8,6,105,1.0
13403,0.417,0.707,137,288,41,350,3.0
13404,0.491,0.8,423,493,127,1377,3.0
13405,0.35,0.4,9,8,3,22,4.0
13406,0.531,0.821,213,68,34,700,5.0
13407,0.462,0.811,115,47,10,264,2.0
13408,0.518,0.581,397,83,43,567,2.0
13409,0.485,0.772,310,95,41,928,1.0
13410,0.47,0.79,241,135,82,1071,4.0
13411,0.447,0.522,100,22,17,96,1.0
13412,0.491,0.743,297,173,114,917,5.0
13413,0.467,0.705,94,78,54,251,5.0
13414,0.503,0.764,203,95,60,666,5.0
13415,0.442,0.833,166,261,54,954,3.0
13416,0.435,0.753,36,40,12,227,4.0
13417,0.489,0.632,70,90,28,122,3.0
13418,0.404,0.825,107,39,31,216,4.0
13419,0.333,0.75,1,3,4,20,4.0
13420,0.401,0.813,199,197,47,782,4.0
13421,0.474,0.827,198,64,44,457,5.0
13422,0.375,0.667,50,8,10,69,5.0
13423,0.533,0.8,40,6,9,65,5.0
13424,0.111,0.5,10,2,1,4,5.0
13425,0.4,0.752,204,328,65,973,3.0
13426,0.409,0.822,114,82,17,374,4.0
13427,0.441,0.902,196,79,43,460,5.0
13428,0.484,0.834,379,212,114,1301,4.0
13429,0.45,0.791,197,63,29,580,5.0
13430,0.379,0.9,12,14,3,52,3.0
13431,0.455,0.5,6,18,1,22,4.0
13432,0.456,0.533,106,146,63,243,4.0
13433,0.415,0.906,124,198,31,382,3.0
13434,0.449,0.696,255,109,93,1043,4.0
13435,0.417,0.817,87,98,29,432,3.0
13436,0.447,0.762,33,29,14,154,3.0
13437,0.4,0.846,54,69,15,278,3.0
13438,0.567,0.702,372,118,94,883,5.0
13439,0.379,0.789,133,79,43,384,4.0
13440,0.428,0.694,353,442,111,966,3.0
13441,0.412,0.643,254,302,60,613,3.0
13442,0.457,0.78,99,140,51,353,3.0
13443,0.512,0.733,260,102,31,593,5.0
13444,0.467,0.774,206,307,122,813,3.0
13445,0.49,0.775,475,134,58,1085,5.0
13446,0.3,0.5,5,8,6,15,3.0
13447,0.438,0.25,23,3,3,27,2.0
13448,0.36,1.0,16,12,9,57,4.0
13449,0.316,1.0,13,10,6,44,4.0
13450,0.5,1.0,3,2,3,13,4.0
13451,0.482,0.829,191,206,51,703,3.0
13452,0.458,0.716,159,255,57,573,3.0
13453,0.446,0.696,108,165,42,295,3.0
13454,0.472,0.743,51,90,15,278,3.0
13455,0.514,0.788,143,252,67,725,3.0
13456,0.466,0.692,250,90,35,273,2.0
13457,0.473,0.859,209,375,89,1107,3.0
13458,0.42,0.733,111,51,11,309,5.0
13459,0.449,0.833,18,15,4,80,3.0
13460,0.469,0.782,747,210,90,1421,1.0
13461,0.426,0.82,316,105,97,943,5.0
13462,0.485,0.75,73,39,19,168,4.0
13463,0.448,0.901,124,158,59,1010,4.0
13464,0.499,0.773,293,94,72,628,5.0
13465,0.526,0.909,29,12,15,89,5.0
13466,0.495,0.762,264,82,57,539,5.0
13467,0.468,0.617,256,50,46,340,2.0
13468,0.4,0.538,9,10,3,35,4.0
13469,0.528,0.914,341,619,163,1900,3.0
13470,0.383,0.846,33,22,6,176,4.0
13471,0.5,0.75,6,4,0,46,4.0
13472,0.3,1.0,19,13,3,53,4.0
13473,0.435,0.857,8,5,3,77,4.0
13474,0.51,1.0,29,9,2,105,5.0
13475,0.512,1.0,25,7,1,94,5.0
13476,0.456,0.649,83,30,18,142,2.0
13477,0.472,0.636,73,28,17,126,2.0
13478,0.357,0.75,10,2,1,16,2.0
13479,0.54,0.805,696,149,100,1656,2.0
13480,0.466,0.632,169,39,41,294,2.0
13481,0.371,0.833,75,17,12,129,5.0
13482,0.362,1.0,61,9,8,103,5.0
13483,0.417,0.5,14,8,4,26,5.0
13484,0.565,0.531,295,9,16,216,1.0
13485,0.307,0.763,126,204,24,319,4.0
13486,0.513,0.761,376,139,65,1007,5.0
13487,0.426,0.832,277,210,73,1204,4.0
13488,0.512,0.774,348,233,36,708,2.0
13489,0.51,0.783,609,146,71,710,1.0
13490,0.375,0.912,48,104,19,145,3.0
13491,0.556,0.289,279,25,40,184,2.0
13492,0.424,0.615,22,24,11,51,4.0
13493,0.286,1.0,12,4,1,19,4.0
13494,0.556,0.746,185,211,50,843,4.0
13495,0.552,0.808,89,139,28,432,3.0
13496,0.5,0.6,8,5,2,28,4.0
13497,0.667,0.667,3,1,0,6,4.0
13498,0.462,0.5,5,4,2,22,4.0
13499,0.5,0.667,15,45,6,46,3.0
13500,0.515,0.389,1104,55,73,1130,1.0
13501,0.537,0.716,220,130,72,518,4.0
13502,0.514,0.74,704,230,63,1070,1.0
13503,0.468,0.805,248,114,39,595,5.0
13504,0.565,0.854,178,110,24,686,5.0
13505,0.415,0.75,97,36,24,210,5.0
13506,0.439,0.813,210,105,33,650,4.0
13507,0.487,0.752,190,329,148,1513,4.0
13508,0.461,0.84,176,48,25,312,5.0
13509,0.396,0.714,35,73,18,121,3.0
13510,0.467,1.0,7,14,0,22,3.0
13511,0.384,0.6,28,59,18,99,3.0
13512,0.566,0.828,71,13,11,90,5.0
13513,0.43,0.619,299,32,22,176,2.0
13514,0.482,0.694,416,521,100,1313,4.0
13515,0.408,0.625,131,198,41,393,3.0
13516,0.511,0.691,668,89,62,946,2.0
13517,0.426,0.909,42,67,20,167,3.0
13518,0.527,0.669,607,112,60,1187,2.0
13519,0.458,0.8,26,41,11,108,3.0
13520,0.487,0.833,26,15,11,46,5.0
13521,0.48,0.728,153,120,40,698,4.0
13522,0.388,0.818,85,119,34,435,4.0
13523,0.364,0.476,28,60,8,57,3.0
13524,0.313,0.333,19,43,6,34,3.0
13525,0.5,0.833,9,17,2,23,3.0
13526,0.458,0.956,40,58,15,178,3.0
13527,0.39,0.886,293,94,47,549,2.0
13528,0.453,0.895,218,83,47,734,5.0
13529,0.424,0.808,190,150,52,533,3.0
13530,0.389,0.25,17,15,9,45,5.0
13531,0.475,0.8,311,77,46,323,2.0
13532,0.461,0.829,285,69,41,285,2.0
13533,0.6,0.5,26,8,5,38,2.0
13534,0.5,0.795,630,307,70,1413,1.0
13535,0.495,0.803,919,210,25,1446,2.0
13536,0.479,0.858,399,250,71,1432,5.0
13537,0.49,0.701,94,25,35,241,5.0
13538,0.496,0.738,70,19,28,190,5.0
13539,0.474,0.5,24,6,7,51,5.0
13540,0.333,0.727,22,6,5,53,5.0
13541,0.489,0.721,211,293,67,738,4.0
13542,0.607,0.623,775,109,64,686,1.0
13543,0.401,0.773,223,49,21,277,2.0
13544,0.419,0.735,74,44,18,231,4.0
13545,0.5,0.721,169,33,21,243,2.0
13546,0.475,0.836,63,50,14,349,4.0
13547,0.5,0.5,18,2,1,17,2.0
13548,0.38,0.805,159,229,50,818,4.0
13549,0.569,0.703,717,97,49,1001,1.0
13550,0.449,0.757,80,17,13,188,5.0
13551,0.383,0.591,198,79,40,411,5.0
13552,0.466,0.874,343,158,101,946,4.0
13553,0.523,0.66,647,291,123,921,2.0
13554,0.409,0.833,31,39,12,146,3.0
13555,0.478,0.825,186,91,42,884,4.0
13556,0.659,0.8,45,4,5,62,2.0
13557,0.639,0.8,39,4,5,54,2.0
13558,0.473,0.833,328,134,53,1168,5.0
13559,0.495,0.84,141,53,27,580,5.0
13560,0.452,0.825,187,81,26,588,5.0
13561,0.411,0.824,79,68,26,306,4.0
13562,0.504,0.728,508,354,63,1469,2.0
13563,0.579,0.692,25,22,6,53,3.0
13564,0.538,0.667,7,7,1,16,3.0
13565,0.6,0.7,18,15,5,37,3.0
13566,0.358,0.861,92,21,21,254,4.0
13567,0.51,0.83,134,36,27,219,1.0
13568,0.457,0.857,48,12,8,66,1.0
13569,0.535,0.825,86,24,19,153,1.0
13570,0.538,0.698,265,21,30,270,2.0
13571,0.435,0.801,156,127,20,804,4.0
13572,0.48,0.868,459,565,154,2217,4.0
13573,0.52,0.537,106,25,32,158,5.0
13574,0.481,0.815,135,237,78,665,3.0
13575,0.395,0.745,64,29,39,188,4.0
13576,0.472,0.6,41,26,7,136,4.0
13577,0.5,0.788,430,124,69,1164,5.0
13578,0.459,0.703,258,46,21,261,2.0
13579,0.452,0.647,258,88,24,425,2.0
13580,0.481,0.812,373,313,108,1463,5.0
13581,0.457,0.848,273,206,51,969,4.0
13582,0.448,0.824,540,84,18,802,1.0
13583,0.477,0.577,452,57,36,552,1.0
13584,0.513,0.604,345,123,66,737,2.0
13585,0.544,0.79,179,220,44,692,3.0
13586,0.462,0.738,556,103,34,841,1.0
13587,0.43,0.824,314,184,66,729,5.0
13588,0.394,0.7,121,148,46,377,4.0
13589,0.469,0.855,135,274,63,592,3.0
13590,0.444,0.822,73,48,40,254,4.0
13591,0.456,0.763,117,83,30,433,4.0
13592,0.547,0.759,544,244,68,1156,1.0
13593,0.594,0.528,431,50,28,646,1.0
13594,0.375,0.75,8,5,6,18,4.0
13595,0.521,0.828,134,27,16,198,5.0
13596,0.481,0.744,416,57,34,509,2.0
13597,0.511,0.836,499,55,30,917,2.0
13598,0.553,0.596,257,228,89,604,5.0
13599,0.515,0.645,277,56,36,669,2.0
13600,0.493,0.75,175,182,72,396,5.0
13601,0.491,0.863,237,389,114,1628,3.0
13602,0.477,0.881,245,373,75,957,3.0
13603,0.477,0.83,327,462,62,1117,3.0
13604,0.49,0.861,201,214,42,641,3.0
13605,0.46,0.796,126,248,20,476,3.0
13606,0.536,0.71,416,511,109,1743,5.0
13607,0.482,0.655,548,113,47,1082,1.0
13608,0.48,0.574,145,16,10,183,2.0
13609,0.462,0.684,183,61,32,432,5.0
13610,0.596,0.842,39,13,10,135,4.0
13611,0.428,0.839,104,272,44,632,3.0
13612,0.481,0.848,282,71,46,448,2.0
13613,0.516,0.861,142,41,27,241,2.0
13614,0.444,0.833,140,30,19,207,2.0
13615,0.545,1.0,9,3,2,16,2.0
13616,0.571,1.0,5,2,2,9,2.0
13617,0.59,0.612,456,117,44,694,2.0
13618,0.576,0.875,55,15,26,166,5.0
13619,0.429,0.75,26,3,9,54,5.0
13620,0.692,1.0,18,7,12,81,5.0
13621,0.583,1.0,11,5,5,31,5.0
13622,0.643,0.657,257,95,54,554,2.0
13623,0.472,0.801,384,292,59,1154,4.0
13624,0.389,0.68,39,11,7,74,4.0
13625,0.437,0.681,81,42,33,190,4.0
13626,0.451,0.804,319,124,59,753,5.0
13627,0.353,0.818,11,2,3,21,5.0
13628,0.423,0.848,62,24,13,250,5.0
13629,0.476,0.649,76,18,17,184,5.0
13630,0.553,0.606,220,36,18,386,2.0
13631,0.713,0.397,1226,61,81,946,1.0
13632,0.52,0.734,192,188,46,535,3.0
13633,0.528,0.782,671,55,36,1163,1.0
13634,0.505,0.788,384,26,23,678,1.0
13635,0.564,0.776,287,29,13,485,1.0
13636,0.475,0.763,66,46,23,153,4.0
13637,0.337,0.832,146,92,30,332,2.0
13638,0.429,1.0,6,4,3,22,4.0
13639,0.448,0.881,221,281,84,923,3.0
13640,0.395,0.828,23,49,6,147,4.0
13641,0.47,0.898,304,196,52,911,4.0
13642,0.475,0.891,107,44,21,295,4.0
13643,0.481,0.782,176,226,93,470,3.0
13644,0.452,0.643,77,13,8,93,1.0
13645,0.449,0.842,214,276,54,778,3.0
13646,0.463,0.73,234,720,92,1143,3.0
13647,0.319,0.727,36,19,6,90,4.0
13648,0.0,0.5,2,1,0,1,4.0
13649,0.333,0.75,34,18,6,89,4.0
13650,0.473,0.86,178,151,75,777,4.0
13651,0.514,0.654,257,85,31,388,2.0
13652,0.509,0.702,454,32,34,432,1.0
13653,0.519,0.802,461,161,148,1057,5.0
13654,0.586,0.938,250,32,10,327,1.0
13655,0.467,0.627,207,46,17,286,2.0
13656,0.5,0.864,378,507,97,1720,3.0
13657,0.444,0.795,196,339,82,832,3.0
13658,0.503,0.714,183,259,49,461,3.0
13659,0.517,0.814,535,50,43,1236,1.0
13660,0.537,0.772,394,55,16,566,1.0
13661,0.48,0.804,731,168,51,1228,2.0
13662,0.457,0.808,328,473,109,1244,3.0
13663,0.44,1.0,16,60,8,98,3.0
13664,0.467,0.806,79,155,30,299,3.0
13665,0.455,0.313,31,17,9,37,4.0
13666,0.484,0.765,202,51,27,276,5.0
13667,0.509,0.889,28,86,21,118,3.0
13668,0.442,0.881,142,89,33,779,4.0
13669,0.534,0.752,222,139,77,956,4.0
13670,0.465,0.827,187,197,57,806,4.0
13671,0.435,0.589,328,106,81,660,2.0
13672,0.479,0.679,180,188,45,503,3.0
13673,0.46,0.699,91,64,43,424,4.0
13674,0.454,0.752,200,72,44,487,4.0
13675,0.456,0.756,195,70,44,476,4.0
13676,0.417,0.5,5,2,0,11,4.0
13677,0.455,0.667,43,6,4,109,5.0
13678,0.54,0.625,165,14,16,201,2.0
13679,0.507,0.813,241,140,77,996,4.0
13680,0.222,1.0,3,2,3,9,3.0
13681,0.588,0.615,45,33,12,72,2.0
13682,0.46,0.906,104,79,59,663,4.0
13683,0.494,0.859,347,182,122,1055,5.0
13684,0.459,0.807,214,75,60,942,4.0
13685,0.539,0.753,153,284,32,355,3.0
13686,0.567,0.718,77,143,14,183,3.0
13687,0.508,0.789,76,141,18,172,3.0
13688,0.313,0.75,91,46,14,109,5.0
13689,0.3,0.727,20,8,7,29,2.0
13690,0.273,0.727,12,3,6,17,2.0
13691,0.429,0.825,75,87,28,351,3.0
13692,0.358,0.674,150,58,56,248,4.0
13693,0.513,0.757,570,223,130,1218,2.0
13694,0.495,0.803,404,97,54,833,2.0
13695,0.485,0.6,46,33,20,149,4.0
13696,0.397,0.444,27,48,9,83,3.0
13697,0.487,0.628,385,133,63,845,2.0
13698,0.494,0.763,506,192,101,1258,2.0
13699,0.497,0.888,195,60,54,790,4.0
13700,0.536,0.602,421,130,56,855,2.0
13701,0.557,0.718,591,55,33,785,1.0
13702,0.509,0.733,272,16,15,299,1.0
13703,0.503,0.717,154,44,18,512,4.0
13704,0.574,0.88,119,25,16,197,2.0
13705,0.4,0.786,113,130,40,261,3.0
13706,0.407,0.867,129,100,23,543,4.0
13707,0.392,0.863,94,80,16,413,4.0
13708,0.459,0.879,35,20,7,130,4.0
13709,0.472,0.667,146,253,47,523,3.0
13710,0.383,0.875,63,95,15,167,3.0
13711,0.25,0.667,17,33,7,29,3.0
13712,0.524,0.579,66,125,25,327,3.0
13713,0.47,0.6,82,22,6,194,2.0
13714,0.447,0.603,646,312,48,485,1.0
13715,0.0,0.0,16,6,0,48,5.0
13716,0.486,0.882,457,143,39,1333,2.0
13717,0.449,0.636,382,50,52,426,1.0
13718,0.538,0.772,199,59,31,294,2.0
13719,0.464,0.819,302,295,120,1292,4.0
13720,0.538,0.684,303,109,64,656,1.0
13721,0.456,0.788,500,178,80,606,1.0
13722,0.418,0.722,118,85,29,182,5.0
13723,0.462,1.0,3,8,0,41,3.0
13724,0.506,0.697,138,42,31,308,2.0
13725,0.493,0.783,129,335,44,976,3.0
13726,0.521,0.72,323,161,69,1037,5.0
13727,0.536,0.788,433,155,60,648,2.0
13728,0.523,0.9,376,838,156,1564,3.0
13729,0.427,0.652,162,30,19,213,2.0
13730,0.333,0.5,4,0,1,5,2.0
13731,0.429,0.659,158,30,18,208,2.0
13732,0.435,0.551,349,533,142,731,3.0
13733,0.451,0.506,320,51,16,246,1.0
13734,0.443,0.507,279,43,14,202,1.0
13735,0.496,0.781,294,144,46,868,5.0
13736,0.576,0.495,512,74,65,717,1.0
13737,0.5,0.7,57,28,5,134,4.0
13738,0.468,0.758,138,66,14,404,5.0
13739,0.491,0.734,221,65,44,445,5.0
13740,0.5,0.758,50,9,9,90,2.0
13741,0.471,0.774,49,9,7,81,2.0
13742,0.44,0.673,80,117,30,177,3.0
13743,0.45,0.667,32,46,7,133,3.0
13744,0.48,0.667,14,27,4,105,3.0
13745,0.391,0.667,15,13,3,22,3.0
13746,0.404,0.8,69,165,67,221,3.0
13747,0.548,0.854,119,171,79,274,3.0
13748,0.543,0.846,80,104,52,201,3.0
13749,0.563,0.867,39,67,27,73,3.0
13750,0.436,0.754,210,93,29,434,5.0
13751,0.4,0.833,83,37,9,190,5.0
13752,0.549,0.833,30,18,5,76,5.0
13753,0.433,0.655,97,38,15,168,5.0
13754,0.3,0.5,38,4,5,24,2.0
13755,0.286,0.5,26,3,4,17,2.0
13756,0.333,0.5,12,1,1,7,2.0
13757,0.49,0.765,747,153,69,1143,2.0
13758,0.515,0.901,167,137,39,1277,4.0
13759,0.25,0.667,4,2,0,11,4.0
13760,0.378,0.773,66,38,13,172,4.0
13761,0.487,0.857,68,96,20,188,3.0
13762,0.419,0.746,68,87,18,239,4.0
13763,0.477,0.582,84,68,30,291,3.0
13764,0.612,0.479,255,70,53,228,4.0
13765,0.44,0.892,109,162,33,480,3.0
13766,0.389,0.75,14,3,3,29,4.0
13767,0.467,0.5,25,8,3,44,5.0
13768,0.399,0.674,50,97,20,238,3.0
13769,0.42,0.65,39,77,14,192,3.0
13770,0.323,0.833,11,20,6,46,3.0
13771,0.488,0.528,303,33,32,308,2.0
13772,0.473,0.603,170,24,16,193,2.0
13773,0.444,0.397,373,538,91,608,3.0
13774,0.435,0.333,165,237,37,182,3.0
13775,0.448,0.452,208,301,54,426,3.0
13776,0.465,0.813,161,251,36,904,3.0
13777,0.452,0.786,226,86,53,807,5.0
13778,0.387,0.803,125,193,38,226,3.0
13779,0.538,0.696,47,53,16,323,5.0
13780,0.296,0.455,41,12,5,30,4.0
13781,0.413,0.671,233,55,28,307,1.0
13782,0.364,0.5,21,13,9,42,5.0
13783,0.525,0.67,163,77,38,386,5.0
13784,0.449,0.827,164,317,49,768,3.0
13785,0.474,0.699,526,105,47,763,2.0
13786,0.517,0.792,199,75,25,529,2.0
13787,0.462,0.776,223,75,53,278,5.0
13788,0.516,0.707,288,59,10,520,1.0
13789,0.387,0.769,144,182,29,402,3.0
13790,0.368,0.727,69,96,13,196,3.0
13791,0.412,0.812,75,86,16,206,3.0
13792,0.458,0.672,224,135,81,496,4.0
13793,0.436,0.676,81,78,30,224,4.0
13794,0.484,0.667,143,57,51,272,4.0
13795,0.439,0.807,99,106,30,434,4.0
13796,0.479,0.842,22,46,14,169,4.0
13797,0.333,0.818,4,3,1,29,4.0
13798,0.423,0.78,73,57,15,236,4.0
13799,0.488,0.774,359,79,39,586,1.0
13800,0.371,0.769,194,85,47,480,5.0
13801,0.393,0.806,139,67,33,385,5.0
13802,0.286,0.688,55,18,14,95,5.0
13803,0.464,0.779,143,190,23,391,3.0
13804,0.41,0.646,222,208,99,523,3.0
13805,0.407,0.596,100,180,36,338,3.0
13806,0.35,0.667,27,28,4,37,3.0
13807,0.416,0.583,73,152,32,301,3.0
13808,0.462,0.75,218,195,82,847,4.0
13809,0.429,0.692,58,81,18,261,4.0
13810,0.494,0.818,160,114,64,586,4.0
13811,0.44,0.83,324,140,32,656,1.0
13812,0.451,0.498,530,277,87,1027,2.0
13813,0.407,0.468,202,132,37,367,2.0
13814,0.489,0.521,328,145,50,660,2.0
13815,0.429,0.923,6,8,3,30,3.0
13816,0.5,0.923,3,6,3,25,3.0
13817,0.494,0.8,176,62,32,435,5.0
13818,0.498,0.843,325,72,20,791,1.0
13819,0.408,0.859,88,67,20,319,4.0
13820,0.425,0.627,277,240,38,501,4.0
13821,0.25,0.5,2,9,2,8,3.0
13822,0.562,0.72,329,45,29,680,2.0
13823,0.549,0.74,245,37,20,432,2.0
13824,0.584,0.678,84,8,9,248,2.0
13825,0.452,0.819,248,219,56,896,3.0
13826,0.494,0.744,441,134,44,770,2.0
13827,0.436,0.634,53,22,12,127,5.0
13828,0.496,0.862,184,513,125,1162,3.0
13829,0.476,0.717,194,46,14,339,2.0
13830,0.431,0.706,30,45,10,134,3.0
13831,0.427,0.729,90,56,42,204,4.0
13832,0.504,0.813,121,147,66,541,4.0
13833,0.457,0.868,153,284,57,1101,3.0
13834,0.449,0.872,109,171,45,701,3.0
13835,0.473,0.861,44,113,12,400,3.0
13836,0.36,0.697,75,20,11,113,5.0
13837,0.441,0.742,120,49,26,330,2.0
13838,0.545,0.692,56,7,3,45,2.0
13839,0.426,0.708,198,85,57,626,4.0
13840,0.471,0.622,530,85,33,491,2.0
13841,0.481,0.879,247,222,87,1668,4.0
13842,0.426,0.821,86,36,27,380,4.0
13843,0.414,0.824,73,34,21,348,4.0
13844,0.524,0.8,13,2,6,32,4.0
13845,0.534,0.783,236,59,24,482,2.0
13846,0.167,0.667,44,10,4,80,2.0
13847,0.582,0.794,192,49,20,402,2.0
13848,0.506,0.727,502,122,107,713,5.0
13849,0.469,0.545,99,37,19,232,5.0
13850,0.458,0.752,417,449,83,779,4.0
13851,0.539,0.853,143,220,46,605,3.0
13852,0.573,0.786,693,39,33,963,1.0
13853,0.561,0.733,170,35,19,255,1.0
13854,0.436,0.758,216,302,46,775,3.0
13855,0.475,0.571,149,19,15,403,2.0
13856,0.397,0.692,86,4,4,83,2.0
13857,0.524,0.752,810,147,54,1428,1.0
13858,0.489,0.768,219,299,73,1331,4.0
13859,0.431,0.68,192,163,90,940,4.0
13860,0.453,0.783,57,74,44,345,4.0
13861,0.419,0.625,135,89,46,595,4.0
13862,0.361,0.778,82,29,24,175,5.0
13863,0.418,0.827,220,318,89,1075,3.0
13864,0.478,0.785,366,792,138,1387,3.0
13865,0.419,0.4,57,11,15,35,5.0
13866,0.56,0.737,85,25,18,245,5.0
13867,0.459,0.826,163,208,57,570,3.0
13868,0.408,0.769,106,40,15,199,5.0
13869,0.292,0.75,46,17,7,106,5.0
13870,0.479,0.739,449,223,48,769,2.0
13871,0.457,0.835,488,574,140,1886,3.0
13872,0.5,0.783,29,6,5,57,2.0
13873,0.453,0.76,374,170,86,1387,5.0
13874,0.474,1.0,7,8,3,41,4.0
13875,0.395,0.834,237,448,64,884,3.0
13876,0.511,0.684,202,50,34,617,2.0
13877,0.316,0.25,8,12,4,37,4.0
13878,0.167,0.5,3,4,2,18,4.0
13879,0.385,0.0,5,8,2,19,4.0
13880,0.464,0.861,151,164,88,1242,4.0
13881,0.5,0.713,386,100,69,577,2.0
13882,0.434,0.872,174,424,46,964,3.0
13883,0.437,0.851,98,261,30,499,3.0
13884,0.43,0.892,76,163,16,465,3.0
13885,0.6,1.0,17,10,1,37,5.0
13886,0.467,0.875,166,44,25,341,5.0
13887,0.477,0.848,139,36,21,292,5.0
13888,0.441,1.0,27,8,4,49,5.0
13889,0.4,0.333,34,21,8,42,3.0
13890,0.462,0.25,16,10,5,25,3.0
13891,0.333,0.5,18,11,3,17,3.0
13892,0.647,0.696,321,41,50,544,2.0
13893,0.588,0.667,194,23,32,280,2.0
13894,0.378,0.81,111,41,20,219,5.0
13895,0.473,0.667,86,157,48,507,3.0
13896,0.528,0.552,42,13,8,105,4.0
13897,0.363,0.892,96,41,23,563,4.0
13898,0.484,0.655,411,173,124,1071,2.0
13899,0.469,0.682,245,135,86,685,2.0
13900,0.516,0.606,166,38,38,386,2.0
13901,0.46,0.774,362,100,34,472,1.0
13902,0.606,0.735,188,27,29,307,2.0
13903,0.4,0.6,2,3,3,7,4.0
13904,0.469,0.84,266,144,25,909,4.0
13905,0.478,0.839,269,31,19,352,1.0
13906,0.521,0.858,632,110,38,1331,2.0
13907,0.468,0.652,296,70,110,535,4.0
13908,0.468,0.737,499,138,72,839,5.0
13909,0.586,0.694,98,12,15,105,1.0
13910,0.4,0.75,9,3,1,13,1.0
13911,0.604,0.688,89,9,14,92,1.0
13912,0.409,0.733,27,14,4,65,4.0
13913,0.478,0.759,86,41,21,179,4.0
13914,0.533,0.8,132,29,19,208,5.0
13915,0.488,0.747,244,123,60,350,5.0
13916,0.466,0.873,396,73,38,1124,2.0
13917,0.537,0.724,612,345,94,1350,3.0
13918,0.463,0.829,556,299,62,1573,5.0
13919,0.4,1.0,1,1,1,6,3.0
13920,0.478,0.783,366,188,160,1025,5.0
13921,0.473,0.755,293,96,53,527,2.0
13922,0.44,0.805,95,198,38,467,3.0
13923,0.367,0.765,43,66,13,142,3.0
13924,0.475,0.819,52,132,25,325,3.0
13925,0.545,1.0,22,5,0,30,1.0
13926,0.433,0.78,148,53,11,327,5.0
13927,0.343,0.875,28,6,2,34,1.0
13928,0.508,0.839,117,82,44,433,4.0
13929,0.481,0.771,152,302,26,808,3.0
13930,0.471,0.825,97,18,4,304,1.0
13931,0.508,0.761,325,117,41,774,5.0
13932,0.449,0.804,420,163,78,758,5.0
13933,0.476,0.806,476,203,71,1178,4.0
13934,0.552,0.845,285,74,33,473,2.0
13935,0.492,0.849,428,403,65,1046,5.0
13936,0.408,0.778,141,163,47,541,4.0
13937,0.508,0.764,384,51,21,514,1.0
13938,0.502,0.815,379,171,98,872,5.0
13939,0.481,0.767,188,162,54,958,4.0
13940,0.531,0.776,98,16,11,255,2.0
13941,0.456,0.833,117,127,37,696,4.0
13942,0.385,0.9,23,0,5,28,2.0
13943,0.472,0.682,250,239,94,700,3.0
13944,0.544,0.628,655,29,19,454,1.0
13945,0.564,0.727,210,83,26,308,2.0
13946,0.418,0.385,57,11,8,61,1.0
13947,0.461,0.8,89,200,24,254,3.0
13948,0.482,0.802,125,190,63,632,3.0
13949,0.474,0.833,255,99,29,887,5.0
13950,0.626,0.48,492,162,33,375,1.0
13951,0.609,0.75,27,9,6,76,1.0
13952,0.464,0.84,187,200,44,1048,4.0
13953,0.513,0.67,452,84,59,463,2.0
13954,0.508,0.795,390,128,36,1010,2.0
13955,0.505,0.78,220,158,117,1155,4.0
